user_id,total_point,mean_point,n_kelas,fast,normal,slow,n_avg_submission,last_enrolled_at,last_class,learner_type_model,rekomendasi
4910075,1,0.0434782608695652,23,4,14,5,4.108823529411765,2024-11-11 00:58:00,Belajar Membuat Aplikasi Back-End untuk Pemula dengan Cloudeka,Consistent Learner,"Bagus! Pelajari deployment dan integrasi database pada platform Cloudeka, praktikkan API sederhana dan monitoring dasar untuk layanan yang stabil."
4914374,-4,-0.25,16,6,8,2,3.5090909090909093,2025-04-09 23:59:00,Belajar Strategi Pengembangan Diri,Fast Learner,Keren! Buat rencana belajar terstruktur dengan milestones mingguan dan evaluasi untuk menjaga konsistensi dan perkembangan keterampilan jangka panjang Anda.
4917272,-3,-0.1428571428571428,21,6,12,3,3.880588235294117,2023-12-17 09:10:00,Menjadi Azure Cloud Developer,Consistent Learner,"Bagus! Perdalam layanan Azure untuk deployment, function, dan storage, serta praktikkan deploy aplikasi untuk memahami ekosistem Azure secara menyeluruh."
4927975,2,0.2,10,2,4,4,3.3314285714285714,2024-03-08 07:56:00,Simulasi Ujian Pendidik Level 1 (Google Certified Educator Level 1 - Indonesian),Reflective Learner,Tetap semangat! Latihan soal yang konsisten dan pembuatan lesson plan akan meningkatkan kesiapan Anda untuk lulus sertifikasi ini.
4934387,0,0.0,10,2,6,2,4.196666666666667,2023-09-23 16:03:00,Menjadi Back-End Developer Expert dengan JavaScript,Consistent Learner,"Ambisius—bagus! Perdalam design patterns, testing, observability, serta microservices agar dapat menangani beban produksi nyata."
4934948,-3,-0.2727272727272727,11,5,4,2,3.5618181818181824,2023-05-28 14:38:00,Belajar Toolset untuk Pengembangan Front-End Web,Fast Learner,"Keren! Siapkan dev environment lengkap, pelajari bundler dan linter, serta biasakan workflow testing agar pengembangan front-end Anda lebih profesional."
4941222,2,0.1666666666666666,12,1,8,3,4.134545454545455,2023-09-15 19:39:00,Belajar Penerapan Machine Learning untuk Android,Consistent Learner,Bagus! Pelajari TensorFlow Lite dan integrasikan model ringan ke aplikasi Android agar inferensi dapat berjalan langsung di perangkat.
4946407,2,0.074074074074074,27,7,11,9,3.8533333333333335,2024-06-05 06:50:00,Belajar Pemrograman Rust untuk Pemula,Consistent Learner,"Mantap! Fokus pada konsep ownership, borrowing, dan safe concurrency, lalu praktikkan menulis program kecil yang memanfaatkan fitur Rust."
4972783,-3,-0.2,15,5,8,2,4.063571428571429,2025-02-16 07:54:00,Belajar Membangun Prototype Chatbot Dengan LINE Bot Designer,Fast Learner,"Bagus! Uji prototype dengan pengguna nyata, kumpulkan feedback, dan perbaiki flow percakapan agar lebih efektif dan natural saat digunakan."
5009134,1,0.04,25,7,10,8,3.99,2023-12-23 14:01:00,Belajar Penerapan Machine Learning untuk Flutter,Consistent Learner,Bagus! Pelajari plugin integrasi TensorFlow Lite di Flutter dan latihan membuat fitur inferensi sederhana pada aplikasi mobile Anda.
5010826,-1,-0.0384615384615384,26,7,13,6,4.012380952380953,2024-12-31 05:10:00,DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),Consistent Learner,"Rekomendasi umum: kuatkan materi utama dengan praktik langsung, buat proyek kecil sebagai portofolio, dan gunakan kuis atau simulasi untuk mengukur kemajuan Anda sambil tetap semangat belajar setiap hari."
5011332,-4,-0.2666666666666666,15,6,7,2,3.5690909090909098,2023-10-22 16:59:00,Belajar Fundamental Aplikasi Android,Fast Learner,"Bagus sekali! Setelah memahami dasar ini, coba perdalam Jetpack Compose dan pola arsitektur seperti MVVM agar aplikasi yang Anda bangun lebih terstruktur dan rapi."
5018489,-10,-0.3571428571428571,28,12,14,2,4.0388,2023-10-24 11:16:00,Tes Seleksi BEKUP Create: Upskilling Bootcamp 2025 - Multi-Platform App Developer (Flutter),Fast Learner,"Tetap percaya diri! Tunjukkan keterampilan praktis Anda pada tes seleksi, dan persiapkan contoh project yang menonjol dari segi fungsionalitas."
5021477,6,0.2727272727272727,22,2,12,8,4.128947368421053,2024-04-02 13:34:00,Simulasi Ujian Azure Data Scientist Associate,Reflective Learner,"Tetap semangat! Gunakan simulasi sebagai latihan praktik, ulas jawaban yang salah, dan ulangi materi yang masih terasa kurang untuk meningkatkan kesiapan."
5034569,1,0.0909090909090909,11,3,4,4,3.621428571428571,2023-07-10 03:00:00,Belajar Membuat Website untuk Menjadi Desainer Website,Consistent Learner,"Bagus! Pelajari layout, tipografi, dan aksesibilitas, lalu praktikkan membuat portofolio website yang menunjukkan kemampuan desain Anda."
5038665,2,0.0666666666666666,30,7,14,9,3.8907142857142856,2024-04-02 04:33:00,Tes Seleksi Laskar AI,Consistent Learner,"Semangat! Percaya pada persiapanmu, gunakan hasil sebagai bahan evaluasi, dan fokuskan latihan pada bagian yang menunjukkan kelemahan agar semakin percaya diri."
5044844,-2,-0.0769230769230769,26,10,8,8,4.300000000000001,2024-05-20 12:32:00,Belajar Penerapan Machine Learning dengan Google Cloud,Consistent Learner,"Hebat! Coba deploy model di Vertex AI, pantau performa, dan pahami cost serta lifecycle model di cloud untuk praktik yang realistis."
5049899,-3,-0.1363636363636363,22,7,11,4,3.934375,2024-04-28 15:38:00,Menjadi Node.js Application Developer,Consistent Learner,"Mantap! Perkuat pemahaman event loop, clustering, dan monitoring untuk memastikan layanan Node.js Anda stabil di beban tinggi produksi."
5051374,-7,-0.3043478260869565,23,13,4,6,3.866315789473685,2023-09-12 19:46:00,Menjadi Construct 2 Developer Expert,Fast Learner,Hebat! Perdalam advanced event logic dan optimasi performa sehingga game yang Anda buat berjalan lancar di berbagai perangkat.
5052628,5,0.1785714285714285,28,5,13,10,3.928500000000001,2023-11-02 16:56:00,Belajar Membangun Aplikasi Multi-platform,Consistent Learner,Bagus! Pilih tool seperti Flutter atau React Native dan bangun aplikasi yang bisa berjalan minimal pada dua platform sebagai eksperimen nyata.
5060176,-1,-0.0344827586206896,29,10,10,9,3.877272727272727,2024-11-07 02:06:00,Belajar Penerapan Machine Learning untuk Flutter,Consistent Learner,Bagus! Pelajari plugin integrasi TensorFlow Lite di Flutter dan latihan membuat fitur inferensi sederhana pada aplikasi mobile Anda.
5094359,-3,-0.1304347826086956,23,7,12,4,3.9029411764705886,2025-03-25 16:45:00,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,Consistent Learner,"Bagus! Susun roadmap belajar yang jelas, latih dasar-dasar bahasa pemrograman, dan buat proyek kecil sebagai bukti kemampuan yang bisa ditunjukkan kepada orang lain."
5115004,8,0.2857142857142857,28,2,16,10,3.9288,2023-06-19 07:40:00,Pre-Test Dicoding Bootcamp,Reflective Learner,"Gunakan pre-test ini sebagai baseline; baca hasilnya, kemudian buat rencana belajar yang fokus pada topik yang belum dikuasai agar persiapan bootcamp lebih matang."
5122998,-1,-0.0769230769230769,13,3,8,2,3.8075,2023-08-10 14:40:00,Belajar Membuat Aplikasi Android dengan MIT AppInventor 2,Consistent Learner,Cocok untuk prototyping! Setelahnya pindah ke Android Studio untuk belajar struktur project yang lebih profesional dan kemampuan deploy yang lengkap.
5126374,4,0.4,10,0,6,4,4.314,2022-11-25 09:03:00,Bangkit Application Screening 2021,Deep Learner,Semangat! Perkuat portfolio dan latih soal-soal coding yang sering muncul agar Anda lebih siap saat seleksi aplikasi berlangsung.
5126604,2,0.1,20,6,6,8,4.1125,2023-04-12 06:50:00,Belajar Pemrograman Prosedural dengan Python,Consistent Learner,Keren! Latih membuat fungsi-fungsi modular dan menulis kode yang mudah diuji sehingga program Anda lebih terstruktur dan mudah diperbaiki.
5132419,0,0.0,20,5,10,5,4.1225,2024-09-14 09:18:00,Belajar Penggunaan Generative AI,Consistent Learner,"Bagus! Praktikkan pembuatan prompt, pelajari aspek safety, dan integrasikan model generatif ke alur kerja sehari-hari secara bertahap dan terukur."
5138266,0,0.0,14,3,8,3,3.923333333333334,2023-04-23 05:48:00,Belajar Penerapan Machine Learning dengan Google Cloud,Consistent Learner,"Hebat! Coba deploy model di Vertex AI, pantau performa, dan pahami cost serta lifecycle model di cloud untuk praktik yang realistis."
5150857,0,0.0,15,1,13,1,3.7116666666666656,2024-10-27 09:51:00,Bangkit Machine Learning Assessment 2024 Batch 2,Consistent Learner,Bagus! Fokus ulang pada konsep ML inti dan lakukan banyak latihan soal serta proyek kecil untuk mengasah ketangkasan teknis Anda.
5167744,1,0.0526315789473684,19,4,10,5,4.124666666666667,2023-09-15 15:44:00,Menjadi Azure Cloud Developer,Consistent Learner,"Bagus! Perdalam layanan Azure untuk deployment, function, dan storage, serta praktikkan deploy aplikasi untuk memahami ekosistem Azure secara menyeluruh."
5180018,-3,-0.3,10,5,3,2,3.9985714285714287,2024-10-02 15:38:00,Simulasi Ujian Pendidik Level 1 (Google Certified Educator Level 1 - Indonesian),Consistent Learner,Tetap semangat! Latihan soal yang konsisten dan pembuatan lesson plan akan meningkatkan kesiapan Anda untuk lulus sertifikasi ini.
5181638,-2,-0.2,10,4,4,2,4.0025,2023-07-05 15:31:00,Belajar Membangun Aplikasi Multi-platform,Fast Learner,Bagus! Pilih tool seperti Flutter atau React Native dan bangun aplikasi yang bisa berjalan minimal pada dua platform sebagai eksperimen nyata.
5184713,0,0.0,23,6,11,6,4.084117647058823,2023-05-20 12:20:00,Belajar Membangun Game Multi Platform,Consistent Learner,Keren! Pelajari engine seperti Unity atau Unreal dan praktikkan export ke beberapa platform untuk memahami tantangan lintas platform.
5205804,-3,-0.1428571428571428,21,7,10,4,4.055294117647059,2023-08-12 02:47:00,Belajar Membuat Game dengan Construct 2,Consistent Learner,"Baik! Eksplor event-based logic, desain level, dan buat prototype cepat agar Anda belajar iterasi desain game dengan cepat."
5226970,3,0.2307692307692307,13,3,4,6,3.552222222222222,2023-12-12 17:21:00,Tes Seleksi Coding Camp powered by DBS Foundation - Full-Stack Web Developer,Reflective Learner,"Semangat! Percaya pada persiapanmu, gunakan hasil sebagai bahan evaluasi, dan fokuskan latihan pada bagian yang menunjukkan kelemahan agar semakin percaya diri."
5259968,0,0.0,17,5,7,5,3.970666666666667,2024-03-31 13:33:00,Belajar Fundamental Front-End Web Development,Consistent Learner,"Keren! Setelah dasar, pelajari framework modern seperti React atau Vue dan praktikkan pembuatan komponen agar antarmuka yang Anda buat lebih modular dan mudah dikembangkan."
5266155,3,0.1578947368421052,19,6,4,9,3.905333333333333,2025-02-08 07:38:00,Source Code Management untuk Pemula,Consistent Learner,"Mantap! Praktikkan branching strategy, code review, dan cara mengelola rilis agar proyek tim Anda lebih terorganisir dan mudah dipelihara."
5270410,-3,-0.3,10,4,5,1,4.044444444444444,2022-01-12 09:03:00,Bangkit General Assessment 2023,Fast Learner,"Gunakan assessment ini untuk memetakan area yang perlu ditingkatkan, atur ulang prioritas belajar, dan terus konsisten berlatih setiap minggu untuk progres nyata."
5290301,1,0.0833333333333333,12,3,5,4,3.933636363636363,2024-02-08 02:29:00,Belajar Membangun Aplikasi Android dengan IBM Bluemix,Consistent Learner,Menarik! Pelajari integrasi cloud services IBM dan cara deploy backend untuk mendukung fitur aplikasi yang Anda buat.
5300736,0,0.0,25,6,13,6,4.027894736842106,2023-12-08 15:04:00,Belajar Dasar Pemrograman Web,Consistent Learner,"Bagus sekali! Setelah ini, bikin landing page responsif dan pelajari teknik responsive design supaya tampilan web Anda nyaman di berbagai perangkat."
5303706,0,0.0,14,4,6,4,3.782222222222222,2024-10-31 05:09:00,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,Consistent Learner,"Bagus! Susun roadmap belajar yang jelas, latih dasar-dasar bahasa pemrograman, dan buat proyek kecil sebagai bukti kemampuan yang bisa ditunjukkan kepada orang lain."
5307854,4,0.1904761904761904,21,4,9,8,3.8233333333333337,2023-12-31 19:54:00,Simulasi Ujian Associate Cloud Engineer,Consistent Learner,"Tenang dan semangat! Gunakan simulasi ini sebagai latihan intensif, fokus pada konsep GCP, dan ulangi soal-soal untuk meningkatkan kepercayaan diri Anda."
5308463,-7,-0.2692307692307692,26,13,7,6,4.0125,2024-03-29 22:18:00,Belajar Dasar Structured Query Language (SQL),Fast Learner,"Bagus! Latih query kompleks seperti JOIN, GROUP BY, dan window functions pada dataset nyata untuk mengasah kemampuan analitis Anda."
5312966,-3,-0.1304347826086956,23,9,8,6,4.174705882352941,2023-12-16 20:13:00,Memulai Dasar Pemrograman Bagi Pengembang Perangkat Lunak Pemula,Consistent Learner,"Keren! Kuasai logika dasar, tipe data, dan control flow; bangun kebiasaan menulis kode rapi sejak awal karena itu sangat membantu nanti."
5315873,-1,-0.0588235294117647,17,4,10,3,3.905,2024-06-07 10:09:00,Belajar Implementasi CI/CD,Consistent Learner,"Keren! Buat pipeline sederhana dengan GitHub Actions atau GitLab CI untuk mengotomatisasi build, test, dan deploy sehingga workflow Anda lebih cepat dan konsisten."
5319178,9,0.36,25,2,12,11,3.913,2024-09-09 02:50:00,[SMK] Coding Camp powered by DBS Foundation 2025 ILT Quiz - Soft Skill,Reflective Learner,"Semangat! Percaya pada persiapanmu, gunakan hasil sebagai bahan evaluasi, dan fokuskan latihan pada bagian yang menunjukkan kelemahan agar semakin percaya diri."
5325933,1,0.0909090909090909,11,3,4,4,3.997142857142857,2022-12-27 08:55:00,Belajar Penerapan Machine Learning untuk Android,Consistent Learner,Bagus! Pelajari TensorFlow Lite dan integrasikan model ringan ke aplikasi Android agar inferensi dapat berjalan langsung di perangkat.
5339363,-5,-0.1785714285714285,28,10,13,5,4.0345,2024-10-15 20:25:00,Belajar Membangun Arsitektur Microservices,Consistent Learner,"Bagus! Pelajari pola komunikasi antar layanan, service discovery, dan observability agar arsitektur microservices Anda lebih mudah dioperasikan."
5347869,0,0.0,13,3,7,3,3.854,2024-01-07 05:44:00,Belajar Fundamental Pemrosesan Data,Consistent Learner,"Keren! Perdalam teknik transformasi data, handling missing values, dan rancang pipeline ETL yang dapat diulang untuk proses data nyata."
5356223,-8,-0.2962962962962963,27,11,13,3,4.1105,2024-03-07 17:54:00,Belajar Dasar Google Cloud,Fast Learner,"Keren! Pelajari layanan inti seperti Compute, Storage, dan IAM, lalu deploy aplikasi kecil untuk memahami alurnya secara praktis."
5365539,3,0.1875,16,3,7,6,3.8375,2024-05-19 17:37:00,Belajar Membangun Aplikasi Android Native,Consistent Learner,"Rekomendasi umum: kuatkan materi utama dengan praktik langsung, buat proyek kecil sebagai portofolio, dan gunakan kuis atau simulasi untuk mengukur kemajuan Anda sambil tetap semangat belajar setiap hari."
5392794,-2,-0.2,10,4,4,2,3.3000000000000003,2023-03-07 06:37:00,Belajar Fundamental Back-End dengan Python,Fast Learner,"Baik! Fokus pada desain API yang baik, autentikasi, serta integrasi database agar backend Anda dapat dipakai aman dan efisien oleh front-end."
5404212,-2,-0.1428571428571428,14,5,6,3,3.72875,2023-11-18 08:38:00,Menjadi Game Developer Expert,Consistent Learner,"Ambisius! Fokus pada build portfolio game, physics, AI NPC, dan optimasi performa agar karya Anda mempesona pemain dan recruiter."
5410562,-5,-0.1851851851851851,27,11,10,6,3.8385,2023-11-19 04:05:00,Belajar Dasar Data Science,Consistent Learner,"Bagus! Mulai dari statistik dasar, EDA, dan teknik visualisasi, lalu terapkan pada studi kasus kecil agar pengetahuan Anda langsung terasa manfaatnya."
5410865,-1,-0.0357142857142857,28,9,11,8,3.865789473684211,2023-12-15 07:26:00,Dev Certification for Machine Learning with Tensorflow (DCML) Preparation,Consistent Learner,"Mantap! Fokus latihan soal terkait TensorFlow, implementasikan model end-to-end, dan perkuat pemahaman teknis lewat proyek sederhana."
5422866,0,0.0,21,6,9,6,3.8694117647058826,2023-08-18 18:48:00,Belajar Membuat Aplikasi Kognitif dengan IBM Watson,Consistent Learner,"Menarik! Pelajari NLU, speech, dan integrasi API Watson untuk membangun fitur kognitif yang membantu pengguna berinteraksi lebih alami."
5426088,-3,-0.1304347826086956,23,7,12,4,4.159473684210528,2024-10-06 18:59:00,Bangkit Android Assessment 2024 Batch 2,Consistent Learner,Mantap! Praktikkan implementasi fitur Android dan cara debugging cepat agar Anda lebih siap menghadapi soal-soal teknis saat assessment.
5427023,-2,-0.1666666666666666,12,3,8,1,3.555,2022-12-25 12:10:00,Bangkit Android Assessment 2024 Batch 2,Consistent Learner,Mantap! Praktikkan implementasi fitur Android dan cara debugging cepat agar Anda lebih siap menghadapi soal-soal teknis saat assessment.
5429481,-6,-0.24,25,11,9,5,4.098333333333333,2023-06-10 09:25:00,Menjadi AWS Solutions Architect Associate,Fast Learner,Bagus! Fokus latihan soal AWS dan praktik mendesain arsitektur untuk berbagai skenario nyata agar siap dalam ujian dan pekerjaan.
5434383,2,0.0769230769230769,26,4,16,6,3.857368421052632,2024-10-03 04:21:00,Samsung Galaxy SDK,Consistent Learner,"Bagus! Eksplor fitur eksklusif Samsung bila target pengguna Anda banyak memakai perangkat Samsung, tetapi pertimbangkan kompatibilitas lintas perangkat juga."
5458928,0,0.0,18,5,8,5,3.877142857142857,2023-08-17 05:58:00,Belajar Membangun Aplikasi Android Native Bagian I,Consistent Learner,"Keren! Setelah dasar ini, lanjutkan ke Bagian II dan praktikkan layout, lifecycle Activity, serta dasar interaksi antar komponen aplikasi."
5510517,3,0.1578947368421052,19,2,12,5,3.9105882352941177,2023-07-14 21:39:00,Kotlin Android Developer Expert,Consistent Learner,"Hebat! Perdalam interop Kotlin-Java, coroutines, dan arsitektur aplikasi agar Anda benar-benar mahir membangun aplikasi Android modern."
5526701,2,0.1333333333333333,15,3,7,5,4.215833333333332,2023-09-26 16:13:00,Belajar Membuat Aplikasi Android dengan Jetpack Compose,Consistent Learner,"Hebat! Pelajari prinsip UI deklaratif, state hoisting, dan cara membuat animasi sederhana agar antarmuka Anda terasa modern dan responsif."
5530935,5,0.1666666666666666,30,9,7,14,4.005652173913044,2024-09-23 08:25:00,Belajar Dasar Pemrograman JavaScript,Consistent Learner,Bagus! Lanjutkan mempelajari DOM manipulation dan konsep asynchronous seperti Promises dan async/await untuk membuat pengalaman web yang interaktif.
5534850,-4,-0.1818181818181818,22,6,14,2,3.897368421052632,2025-04-04 12:08:00,Belajar Membangun Arsitektur Microservices,Consistent Learner,"Bagus! Pelajari pola komunikasi antar layanan, service discovery, dan observability agar arsitektur microservices Anda lebih mudah dioperasikan."
5535231,2,0.1538461538461538,13,0,11,2,3.8890909090909087,2023-06-29 05:36:00,Belajar Membangun Aplikasi Android Native Bagian II,Reflective Learner,Bagus! Fokus pada optimasi dan debugging native layer agar integrasi NDK berjalan mulus tanpa masalah stabilitas di perangkat nyata.
5536862,-2,-0.0952380952380952,21,7,9,5,4.187222222222222,2023-11-10 12:10:00,Belajar Mengembangkan Website dengan HTML dan CSS Bagi Pengembang Web Pemula,Consistent Learner,"Bagus! Buat proyek landing page responsif, pelajari best practices accessibility, dan upload ke hosting atau GitHub Pages sebagai portofolio."
5548371,0,0.0,10,2,6,2,3.986666666666667,2025-07-06 03:28:00,Tes Seleksi Pijak in collaboration with IBM SkillsBuild,Consistent Learner,"Tetap semangat! Review topik inti, lakukan latihan soal, dan gunakan pre-test sebagai alat ukur kesiapan sebelum tes seleksi."
5560777,1,0.0588235294117647,17,4,8,5,3.793333333333333,2023-07-16 05:46:00,Belajar Penerapan Data Science dengan Microsoft Fabric,Consistent Learner,"Bagus! Eksplorasi pipeline data di Fabric, buat laporan interaktif, dan gunakan notebook untuk analisis yang mudah dibagikan ke tim."
5562815,-2,-0.1333333333333333,15,6,5,4,4.245,2023-11-05 21:26:00,Belajar Membuat Game untuk Pemula,Consistent Learner,"Bagus! Mulai dari game sederhana untuk memahami loop dan input handling, lalu tingkatkan kompleksitas secara bertahap sambil belajar design level."
5564106,0,0.0,26,6,14,6,3.9485,2024-08-19 18:42:00,BDT 2024 Web Development Bootcamp ILT Quiz - Front End dan Back End,Consistent Learner,"Bagus! Analisa hasil quiz, praktikkan implementasi penuh stack secara terintegrasi, dan perbaiki area yang masih lemah agar semakin siap menghadapi tugas nyata."
5579156,-2,-0.0909090909090909,22,8,8,6,3.8177777777777777,2023-09-05 05:10:00,Belajar Prinsip Pemrograman SOLID,Consistent Learner,Hebat! Terapkan prinsip SOLID secara bertahap pada proyek nyata dan lakukan refactor untuk meningkatkan kualitas serta keterbacaan kode.
5590346,3,0.12,25,5,12,8,4.035909090909091,2025-07-10 15:42:00,Simulasi Ujian Penilaian Keterampilan Pelatih (Trainer Skills Assessment - Indonesian),Consistent Learner,"Ingat: proses itu penting. Fokus pada komunikasi efektif, metode pengajaran, dan latihan presentasi agar keterampilan Anda terlihat saat penilaian."
5603350,0,0.0,15,3,9,3,3.919000000000001,2023-08-06 01:24:00,Belajar Fundamental Back-End dengan Python,Consistent Learner,"Baik! Fokus pada desain API yang baik, autentikasi, serta integrasi database agar backend Anda dapat dipakai aman dan efisien oleh front-end."
5622514,1,0.04,25,5,14,6,4.046,2024-10-30 00:43:00,Belajar Membangun LINE Chatbot,Consistent Learner,"Mantap! Pelajari webhook, message handling, dan desain percakapan yang natural agar chatbot memberikan pengalaman pengguna yang menyenangkan."
5628917,-5,-0.25,20,9,7,4,4.009333333333333,2024-10-16 21:00:00,Memulai Pemrograman dengan Python,Fast Learner,Mantap! Selanjutnya fokus ke manipulasi data dengan pandas serta membuat skrip otomatisasi sehari-hari agar kemampuan Anda makin terasa manfaatnya dalam proyek nyata.
5635517,-4,-0.2352941176470588,17,7,7,3,3.973333333333334,2024-10-10 11:29:00,Exam Challenge Campaign Hari Pendidikan,Fast Learner,"Tetap semangat! Jadikan campaign ini sebagai latihan berkala, catat area kelemahan, dan ulangi materi secara terstruktur untuk peningkatan berkelanjutan."
5647841,-3,-0.1428571428571428,21,8,8,5,3.738125,2023-09-28 02:54:00,Menjadi Flutter Developer Expert,Consistent Learner,"Ambisi bagus! Fokus pada performa, platform channels untuk native interoperability, testing, dan deployment ke Play Store dan App Store agar aplikasi siap produksi."
5650651,1,0.0714285714285714,14,5,3,6,3.952307692307692,2023-12-02 16:51:00,Menjadi Node.js Application Developer,Consistent Learner,"Mantap! Perkuat pemahaman event loop, clustering, dan monitoring untuk memastikan layanan Node.js Anda stabil di beban tinggi produksi."
5651611,-3,-0.1,30,8,17,5,3.860416666666666,2023-09-16 09:08:00,Belajar Membangun Solusi IoT dengan Intel Galileo,Consistent Learner,"Bagus! Praktikkan pembacaan sensor, komunikasi MQTT, dan integrasi backend sederhana agar solusi IoT Anda bisa diuji di lapangan."
5654537,2,0.1428571428571428,14,4,4,6,4.177999999999999,2023-09-21 11:03:00,Belajar Membangun Aplikasi Android dengan IBM Bluemix,Consistent Learner,Menarik! Pelajari integrasi cloud services IBM dan cara deploy backend untuk mendukung fitur aplikasi yang Anda buat.
5654929,10,0.4761904761904761,21,2,7,12,3.881666666666666,2023-12-08 02:26:00,Tes Seleksi BEKUP Create: Upskilling Bootcamp 2025 - Multi-Platform App Developer (Flutter),Deep Learner,"Tetap percaya diri! Tunjukkan keterampilan praktis Anda pada tes seleksi, dan persiapkan contoh project yang menonjol dari segi fungsionalitas."
5681482,2,0.0769230769230769,26,8,8,10,4.032272727272727,2023-11-21 05:10:00,SIB 3 ILT Quiz Machine Learning - Front End,Consistent Learner,"Bagus! Pertahankan motivasi, gunakan feedback dari kuis untuk memperbaiki bagian yang lemah, dan praktikkan lagi sampai percaya diri."
5687282,-4,-0.3333333333333333,12,6,4,2,3.822222222222222,2023-08-04 06:47:00,Menjadi AWS Solutions Architect Associate,Fast Learner,Bagus! Fokus latihan soal AWS dan praktik mendesain arsitektur untuk berbagai skenario nyata agar siap dalam ujian dan pekerjaan.
5693668,-2,-0.1818181818181818,11,4,5,2,4.382857142857143,2023-11-21 12:08:00,Belajar Dasar Cloud dan Gen AI di AWS,Consistent Learner,"Menarik! Pelajari layanan AWS untuk AI seperti SageMaker dan Bedrock, lalu praktikkan deploy model sederhana agar memahami end-to-end workflow."
5703892,4,0.1818181818181818,22,4,10,8,3.63375,2023-10-12 18:14:00,Samsung Galaxy SDK,Consistent Learner,"Bagus! Eksplor fitur eksklusif Samsung bila target pengguna Anda banyak memakai perangkat Samsung, tetapi pertimbangkan kompatibilitas lintas perangkat juga."
5738313,-3,-0.1304347826086956,23,9,8,6,3.971818181818182,2024-06-16 17:29:00,Belajar Membuat Aplikasi Back-End untuk Pemula dengan Google Cloud,Consistent Learner,"Bagus! Praktikkan deploy API ke Cloud Run atau App Engine, sambungkan ke Cloud SQL, dan monitoring sederhana agar layanan Anda dapat diandalkan."
5742516,4,0.1739130434782608,23,3,13,7,3.808823529411765,2023-11-27 04:54:00,Belajar Membangun Game Multi Platform,Consistent Learner,Keren! Pelajari engine seperti Unity atau Unreal dan praktikkan export ke beberapa platform untuk memahami tantangan lintas platform.
5767593,2,0.1176470588235294,17,3,9,5,4.054545454545455,2024-01-18 16:17:00,Bangkit General Assessment 2023,Consistent Learner,"Gunakan assessment ini untuk memetakan area yang perlu ditingkatkan, atur ulang prioritas belajar, dan terus konsisten berlatih setiap minggu untuk progres nyata."
5777360,3,0.125,24,4,13,7,3.998,2023-10-24 11:41:00,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,Consistent Learner,"Bagus! Susun roadmap belajar yang jelas, latih dasar-dasar bahasa pemrograman, dan buat proyek kecil sebagai bukti kemampuan yang bisa ditunjukkan kepada orang lain."
5780913,-10,-0.4761904761904761,21,10,11,0,3.8516666666666666,2023-08-15 14:26:00,Prompt Engineering untuk Software Developer,Sonic Learner,"Keren! Eksperimen berbagai prompt untuk debugging, dokumentasi, dan asistensi coding agar AI menjadi alat yang membantu produktivitas pengembangan Anda."
5781064,1,0.037037037037037,27,7,12,8,3.95529411764706,2023-11-21 12:02:00,Belajar Implementasi CI/CD,Consistent Learner,"Keren! Buat pipeline sederhana dengan GitHub Actions atau GitLab CI untuk mengotomatisasi build, test, dan deploy sehingga workflow Anda lebih cepat dan konsisten."
5790901,3,0.1764705882352941,17,5,4,8,3.476923076923077,2024-08-31 05:49:00,Belajar Fundamental Aplikasi Flutter,Consistent Learner,"Hebat! Perdalam lifecycle widget, state management, dan pelajari integrasi REST API agar aplikasi Anda benar-benar berguna bagi pengguna."
5803585,0,0.0,13,2,9,2,3.7366666666666655,2024-02-15 01:49:00,Belajar Dasar Visualisasi Data,Consistent Learner,"Hebat! Latih membuat dashboard sederhana, fokus pada storytelling visual, dan praktikkan memilih grafik yang tepat untuk menyampaikan insight kepada audiens."
5810150,-2,-0.2,10,3,6,1,4.314285714285715,2023-06-14 13:53:00,Belajar Fundamental Deep Learning,Fast Learner,"Bagus sekali! Pelajari arsitektur dasar seperti CNN dan RNN, lalu implementasikan contoh sederhana menggunakan PyTorch atau TensorFlow untuk memperkuat pemahaman."
5822040,3,0.1153846153846153,26,6,11,9,4.185294117647059,2023-12-26 06:29:00,Tes Seleksi Coding Camp powered by DBS Foundation - AI Engineer dan Data Scientist,Consistent Learner,"Semangat! Percaya pada persiapanmu, gunakan hasil sebagai bahan evaluasi, dan fokuskan latihan pada bagian yang menunjukkan kelemahan agar semakin percaya diri."
5839555,3,0.1034482758620689,29,5,16,8,3.6805,2025-02-20 17:37:00,Menjadi Construct 2 Developer Expert,Consistent Learner,Hebat! Perdalam advanced event logic dan optimasi performa sehingga game yang Anda buat berjalan lancar di berbagai perangkat.
5849678,0,0.0,24,7,10,7,3.93090909090909,2023-07-06 04:25:00,[SMK] Coding Camp powered by DBS Foundation 2025 ILT Quiz - Soft Skill,Consistent Learner,"Semangat! Percaya pada persiapanmu, gunakan hasil sebagai bahan evaluasi, dan fokuskan latihan pada bagian yang menunjukkan kelemahan agar semakin percaya diri."
5857261,-2,-0.0769230769230769,26,8,12,6,3.835,2024-09-10 16:15:00,Belajar Fundamental Back-End dengan Python,Consistent Learner,"Baik! Fokus pada desain API yang baik, autentikasi, serta integrasi database agar backend Anda dapat dipakai aman dan efisien oleh front-end."
